case_id,suite,task_id,init_state_id,rollout_seed,strategy_id,baseline_success,success,delta,baseline_strategy_id
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960000,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960097,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960194,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960291,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960388,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960485,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960582,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960679,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960776,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960873,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960970,action_l1,True,False,-1,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961067,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961164,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961261,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961358,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961455,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961552,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961649,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961746,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,961843,action_l1,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960000,phase_surrogate_l1_r0.5_e0.0884176756291_h8,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960097,phase_surrogate_l1_r0.5_e0.0884176756291_h8,True,False,-1,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960194,phase_surrogate_l1_r0.5_e0.0884176756291_h8,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960291,phase_surrogate_l1_r0.5_e0.0884176756291_h8,True,True,0,max_value
goal_mug_task9_init0_surrogate_confirm,libero_goal_with_mug,9,0,960388,phase_surrogate_l1_r0.5_e0.0884176756291_h8,True,True,0,max_value
