case_stratum,queries,cases,raw_spearman,case_controlled_rank_correlation,case_relative_top_quartile_auc,alarm_rate,alarm_precision_top_quartile,alarm_recall_top_quartile,median_predicted_error,median_actual_error,median_prediction_to_actual_ratio,median_actual_error_alarm,median_actual_error_no_alarm,alarm_actual_error_lift,mean_absolute_log_error
all,3332,12,0.644136550333181,0.5791949546133046,0.7308257805790701,0.16116446578631452,0.5400372439478585,0.34688995215311,0.052382131189908684,0.04693514667451382,1.1160534248069716,0.12035078555345535,0.039676569402217865,3.033296158581894,0.6669603197262447
known_boundary,1595,6,0.6798241242119943,0.6380389447093396,0.7526284790536222,0.18557993730407524,0.5709459459459459,0.42144638403990026,0.047250093719349504,0.04361119121313095,1.083439649433903,0.13285212218761444,0.034315045922994614,3.871541436539062,0.695746421964584
new_ood_holdout,1737,6,0.6003593533276791,0.525161469176819,0.7050320461888872,0.13874496257915947,0.5020746887966805,0.27816091954022987,0.0551609150613516,0.05019547790288925,1.0989220018597838,0.106551893055439,0.0430745929479599,2.4736598946893937,0.6405274854889669
