case_id,baseline_strategy_id,strategy_id,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_rerank_rate,mean_gate_rate,mean_requery_rate,mean_surrogate_alarm_rate,mean_selected_open_loop_steps
goal_mug_task9_init0_surrogate_confirm,action_l1,max_value,20,19,20,0.95,1.0,0.05,1,0,19,1.0,10.3,9.9,1.0,0.9611650485436893,0.0,0.0,0.0,0.04373737373737374,16.0
goal_mug_task9_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,19,18,0.95,0.9,-0.05,1,2,17,1.0,10.3,12.05,1.0699242424242426,1.1699029126213591,0.4416825396825398,0.9804761904761904,0.1317207792207792,0.1317207792207792,14.946233766233766
goal_mug_task9_init0_surrogate_confirm,action_l1,requery_l1_h8,20,19,17,0.95,0.85,-0.1,1,3,16,0.625,10.3,14.75,1.2425631313131311,1.4320388349514561,0.35110916860916863,0.0,0.35110916860916863,0.14584075646575648,13.191126651126652
long_milk_task9_init0_surrogate_confirm,action_l1,max_value,20,16,16,0.8,0.8,0.0,2,2,16,1.0,19.75,19.8,1.0,1.0025316455696203,0.0,0.0,0.0,0.10526960784313726,16.0
long_milk_task9_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,16,18,0.8,0.9,0.1,4,2,14,0.6875,19.75,20.35,1.0613933221509948,1.0303797468354432,0.3971406245424999,0.9716309016831666,0.11098878236931628,0.11098878236931628,15.11208974104547
long_milk_task9_init0_surrogate_confirm,action_l1,requery_l1_h8,20,16,17,0.8,0.85,0.05,3,2,15,1.0,19.75,24.2,1.285793930012196,1.2253164556962024,0.4520045857318066,0.0,0.4520045857318066,0.09063944572124959,12.38396331414555
long_mug_task4_init0_surrogate_confirm,action_l1,max_value,20,19,17,0.95,0.85,-0.1,1,3,16,0.625,15.9,17.7,1.0,1.1132075471698113,0.0,0.0,0.0,0.07151515151515152,16.0
long_mug_task4_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,19,18,0.95,0.9,-0.05,1,2,17,1.0,15.9,17.1,1.009090909090909,1.0754716981132075,0.3977220077220077,0.9652123552123552,0.05795366795366795,0.05795366795366795,15.536370656370654
long_mug_task4_init0_surrogate_confirm,action_l1,requery_l1_h8,20,19,20,0.95,1.0,0.05,1,0,19,1.0,15.9,17.3,1.2273809523809525,1.0880503144654088,0.3781830495356037,0.0,0.3781830495356037,0.01719448744410045,12.974535603715172
milk_task5_init0_surrogate_confirm,action_l1,max_value,20,14,9,0.7,0.45,-0.25,4,9,7,0.266845703125,10.35,11.7,1.0,1.1304347826086956,0.0,0.0,0.0,0.23561507936507936,16.0
milk_task5_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,14,5,0.7,0.25,-0.45,1,10,9,0.01171875,10.35,15.2,1.2107142857142859,1.4685990338164252,0.3832677281438892,0.8531011351909186,0.30797063123495005,0.30797063123495005,13.536234950120399
milk_task5_init0_surrogate_confirm,action_l1,requery_l1_h8,20,14,9,0.7,0.45,-0.25,4,9,7,0.266845703125,10.35,14.25,1.2395039682539681,1.3768115942028987,0.36779040404040403,0.0,0.36779040404040403,0.23411616161616156,13.05767676767677
new_ood_goal_task_task6_init0_surrogate_confirm,action_l1,max_value,20,0,0,0.0,0.0,0.0,0,0,20,1.0,19.0,19.0,1.0,1.0,0.0,0.0,0.0,0.060526315789473685,16.0
new_ood_goal_task_task6_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,0,0,0.0,0.0,0.0,0,0,20,1.0,19.0,19.65,1.0342105263157895,1.0342105263157895,0.292390350877193,0.5536403508771931,0.053333333333333344,0.053333333333333344,15.573333333333332
new_ood_goal_task_task6_init0_surrogate_confirm,action_l1,requery_l1_h8,20,0,0,0.0,0.0,0.0,0,0,20,1.0,19.0,25.55,1.3447368421052632,1.3447368421052632,0.49652406168710517,0.0,0.49652406168710517,0.026038461538461538,12.027807506503157
new_ood_long_swap_task4_init0_surrogate_confirm,action_l1,max_value,20,0,0,0.0,0.0,0.0,0,0,20,1.0,33.0,33.0,1.0,1.0,0.0,0.0,0.0,0.21060606060606055,16.0
new_ood_long_swap_task4_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,0,0,0.0,0.0,0.0,0,0,20,1.0,33.0,39.7,1.203030303030303,1.2030303030303031,0.33099748446797334,0.7089534984598764,0.34234144267517286,0.34234144267517286,13.261268458598616
new_ood_long_swap_task4_init0_surrogate_confirm,action_l1,requery_l1_h8,20,0,0,0.0,0.0,0.0,0,0,20,1.0,33.0,42.95,1.3015151515151513,1.3015151515151515,0.47832914006777283,0.0,0.47832914006777283,0.21915030710176708,12.173366879457816
new_ood_object_object_task7_init0_surrogate_confirm,action_l1,max_value,20,20,20,1.0,1.0,0.0,0,0,20,1.0,8.95,8.9,1.0,0.9944134078212292,0.0,0.0,0.0,0.01111111111111111,16.0
new_ood_object_object_task7_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,20,20,1.0,1.0,0.0,0,0,20,1.0,8.95,8.95,1.0,1.0,0.4125000000000001,1.0,0.01111111111111111,0.01111111111111111,15.911111111111108
new_ood_object_object_task7_init0_surrogate_confirm,action_l1,requery_l1_h8,20,20,20,1.0,1.0,0.0,0,0,20,1.0,8.95,11.0,1.2321241258741256,1.229050279329609,0.3902272727272727,0.0,0.3902272727272727,0.054191919191919194,12.878181818181819
new_ood_spatial_lan_task6_init0_surrogate_confirm,action_l1,max_value,20,20,20,1.0,1.0,0.0,0,0,20,1.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.02857142857142857,16.0
new_ood_spatial_lan_task6_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,20,20,1.0,1.0,0.0,0,0,20,1.0,7.0,7.0,1.0,1.0,0.40714285714285714,1.0,0.03571428571428571,0.03571428571428571,15.714285714285712
new_ood_spatial_lan_task6_init0_surrogate_confirm,action_l1,requery_l1_h8,20,20,20,1.0,1.0,0.0,0,0,20,1.0,7.0,8.3,1.1857142857142855,1.1857142857142857,0.3674801587301587,0.0,0.3674801587301587,0.04345238095238095,13.06015873015873
new_ood_spatial_object_task0_init0_surrogate_confirm,action_l1,max_value,20,20,20,1.0,1.0,0.0,0,0,20,1.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.05,16.0
new_ood_spatial_object_task0_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,20,20,1.0,1.0,0.0,0,0,20,1.0,5.0,5.2,1.04,1.04,0.34,1.0,0.06666666666666667,0.06666666666666667,15.466666666666665
new_ood_spatial_object_task0_init0_surrogate_confirm,action_l1,requery_l1_h8,20,20,20,1.0,1.0,0.0,0,0,20,1.0,5.0,6.35,1.2699999999999998,1.27,0.3705357142857143,0.0,0.37053571428571425,0.12535714285714286,13.035714285714286
new_ood_spatial_swap_task8_init0_surrogate_confirm,action_l1,max_value,20,2,1,0.1,0.05,-0.05,1,2,17,1.0,13.95,13.95,1.0,1.0,0.0,0.0,0.0,0.24395604395604392,16.0
new_ood_spatial_swap_task8_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,2,1,0.1,0.05,-0.05,1,2,17,1.0,13.95,17.55,1.26525974025974,1.2580645161290325,0.3095308737530099,0.7436969875669566,0.3929303651285076,0.3929303651285076,12.85655707897194
new_ood_spatial_swap_task8_init0_surrogate_confirm,action_l1,requery_l1_h8,20,2,7,0.1,0.35,0.25,6,1,13,0.125,13.95,17.25,1.3583680208680209,1.2365591397849462,0.4986346333405157,0.0,0.4986346333405157,0.33649040587895074,12.010922933275875
spatial_mug_task0_init0_surrogate_confirm,action_l1,max_value,20,13,15,0.65,0.75,0.1,6,4,10,0.75390625,9.55,8.6,1.0,0.900523560209424,0.0,0.0,0.0,0.24833333333333338,16.0
spatial_mug_task0_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,13,18,0.65,0.9,0.25,5,0,15,0.0625,9.55,10.45,1.1643814518814521,1.0942408376963348,0.4593557422969187,0.9197303921568627,0.2600437675070028,0.2600437675070028,13.919649859943977
spatial_mug_task0_init0_surrogate_confirm,action_l1,requery_l1_h8,20,13,20,0.65,1.0,0.35,7,0,13,0.015625,9.55,7.4,1.245952380952381,0.7748691099476439,0.4013888888888889,0.0,0.4013888888888889,0.20109126984126982,12.788888888888888
yellow_task8_init0_surrogate_confirm,action_l1,max_value,20,8,8,0.4,0.4,0.0,2,2,16,1.0,12.0,12.05,1.0,1.0041666666666667,0.0,0.0,0.0,0.35333333333333333,16.0
yellow_task8_init0_surrogate_confirm,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,20,8,9,0.4,0.45,0.05,3,2,15,1.0,12.0,14.55,1.2357142857142855,1.2125000000000001,0.39174062607499144,0.8267504098928248,0.35370576619802624,0.35370576619802624,13.17035387041579
yellow_task8_init0_surrogate_confirm,action_l1,requery_l1_h8,20,8,11,0.4,0.55,0.15,3,0,17,0.25,12.0,13.55,1.2584361471861474,1.1291666666666667,0.3793961705649012,0.0,0.3793961705649012,0.27196963983728695,12.96483063548079
