planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value_scheduled_requery,0.0,libero_object_object,0,0,2,2,1.0,188.5,0.0
max_value,0.0,libero_object_object,0,0,2,1,0.5,198.0,0.0
max_value,0.0,libero_object_object,0,1,2,1,0.5,268.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,1,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,2,2,2,1.0,129.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,2,2,2,1.0,128.5,0.0
max_value,0.0,libero_object_object,0,3,2,2,1.0,127.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,3,2,1,0.5,198.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,4,2,2,1.0,115.0,0.0
max_value,0.0,libero_object_object,0,4,2,1,0.5,198.5,0.0
max_value,0.0,libero_object_object,0,5,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,5,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,6,2,2,1.0,127.0,0.0
max_value,0.0,libero_object_object,0,6,2,1,0.5,205.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,7,2,1,0.5,259.0,0.0
max_value,0.0,libero_object_object,0,7,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,8,2,2,1.0,142.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,8,2,2,1.0,129.0,0.0
max_value,0.0,libero_object_object,0,9,2,1,0.5,204.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,9,2,1,0.5,204.0,0.0
