planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value_scheduled_requery,0.0,libero_object_object,0,41,2,2,1.0,175.0,0.0
max_value,0.0,libero_object_object,0,41,2,1,0.5,202.0,0.0
max_value,0.0,libero_object_object,0,42,2,1,0.5,232.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,42,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,43,2,1,0.5,204.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,43,2,1,0.5,219.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,44,2,1,0.5,220.0,0.0
max_value,0.0,libero_object_object,0,44,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,45,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,45,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,46,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,46,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,47,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,47,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,48,2,1,0.5,264.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,48,2,1,0.5,272.0,0.0
max_value,0.0,libero_object_object,0,49,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,49,2,0,0.0,280.0,0.0
