planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value_disagreement_requery,1.0,libero_object_temp,0,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,0,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,1,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,1,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,2,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,2,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,3,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,3,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,4,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,4,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,5,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,5,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,6,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,6,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,7,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,7,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,8,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,8,0,1,0,0.0,280.0,0.0
max_value_disagreement_requery,1.0,libero_object_temp,9,0,1,0,0.0,280.0,0.0
max_value_random_requery_43,0.0,libero_object_temp,9,0,1,0,0.0,280.0,0.0
