planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value_disagreement_requery,1.0,10,0,0.0,280.0,22.3,0.0,0.44977854795643174,0.44977854795643174,-0.04001814109932
max_value_random_requery_43,0.0,10,0,0.0,280.0,22.9,0.0,0.4675320595225941,0.4675320595225941,0.0
