planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value_disagreement_requery,1.0,10,0,0.0,280.0,22.5,0.0,0.4161481489094159,0.4161481489094159,0.02302285036187477
max_value_random_requery_43,0.0,10,0,0.0,280.0,22.4,0.0,0.41890856612614663,0.41890856612614663,0.0
