planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value,0.0,libero_object_object,0,8,2,1,0.5,204.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,8,2,1,0.5,206.0,0.0
max_value,0.0,libero_object_object,0,9,2,1,0.5,203.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,9,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,10,2,2,1.0,179.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,10,2,2,1.0,142.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,11,2,2,1.0,171.0,0.0
max_value,0.0,libero_object_object,0,11,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,12,2,2,1.0,182.0,0.0
max_value,0.0,libero_object_object,0,12,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,13,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,13,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,14,2,2,1.0,154.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,14,2,2,1.0,236.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,15,2,1,0.5,269.5,0.0
max_value,0.0,libero_object_object,0,15,2,0,0.0,280.0,0.0
