planning_strategy,planning_risk_lambda,suite,task_id,init_state_id,episodes,successes,success_rate,mean_final_t,selected_not_max_value_rate
max_value,0.0,libero_object_object,0,0,2,1,0.5,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,0,2,1,0.5,246.5,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,1,2,1,0.5,269.0,0.0
max_value,0.0,libero_object_object,0,1,2,0,0.0,280.0,0.0
max_value,0.0,libero_object_object,0,2,2,2,1.0,143.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,2,2,2,1.0,196.0,0.0
max_value,0.0,libero_object_object,0,3,2,2,1.0,121.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,3,2,2,1.0,131.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,4,2,2,1.0,193.0,0.0
max_value,0.0,libero_object_object,0,4,2,1,0.5,227.5,0.0
max_value,0.0,libero_object_object,0,5,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,5,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,6,2,2,1.0,127.0,0.0
max_value,0.0,libero_object_object,0,6,2,1,0.5,203.5,0.0
max_value,0.0,libero_object_object,0,7,2,0,0.0,280.0,0.0
max_value_scheduled_requery,0.0,libero_object_object,0,7,2,0,0.0,280.0,0.0
