target,model,states,available_groups,evaluated_groups,features,mae,correlation,sign_accuracy,positive_vof_auc
local_vof,grouped_oof_ridge,554,107,107,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",4.134528660071798e-17,0.0064494990558147435,1.0,
local_vof,factor_phase_oof_mean,554,107,107,"factor,phase_at_snapshot",4.822155510838056e-19,0.9848329444020864,1.0,
terminal_vof,grouped_oof_ridge,554,107,107,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",0.47130049816190017,-0.0469736121376279,0.4314079422382672,0.47012045374809963
terminal_vof,factor_phase_oof_mean,554,107,107,"factor,phase_at_snapshot",0.4489910074365316,-0.05196911546353547,0.6046931407942239,0.5399368494912876
