target,method,budget,states,selected,mean_vof_selected,uplift_per_decision,positive_rate_selected,positive_vof_auc
local_vof,grouped_oof_ridge,0.1,571,58,-0.024999999999999994,-0.0025394045534150606,0.0,
local_vof,grouped_oof_ridge,0.2,571,115,-0.025,-0.005035026269702277,0.0,
local_vof,grouped_oof_ridge,0.3,571,172,-0.024999999999999994,-0.00753064798598949,0.0,
local_vof,random,0.1,571,58,-0.024999999999999994,-0.0025394045534150606,0.0,
local_vof,random,0.2,571,115,-0.025,-0.005035026269702277,0.0,
local_vof,random,0.3,571,172,-0.024999999999999994,-0.00753064798598949,0.0,
local_vof,oracle,0.1,571,58,-0.024999999999999994,-0.0025394045534150606,0.0,
local_vof,oracle,0.2,571,115,-0.025,-0.005035026269702277,0.0,
local_vof,oracle,0.3,571,172,-0.024999999999999994,-0.00753064798598949,0.0,
local_vof,factor_phase_oof_mean,0.1,571,58,-0.024999999999999994,-0.0025394045534150606,0.0,
local_vof,factor_phase_oof_mean,0.2,571,115,-0.025,-0.005035026269702277,0.0,
local_vof,factor_phase_oof_mean,0.3,571,172,-0.024999999999999994,-0.00753064798598949,0.0,
local_vof,value_range,0.1,571,58,-0.024999999999999994,-0.0025394045534150606,0.0,
local_vof,value_range,0.2,571,115,-0.025,-0.005035026269702277,0.0,
local_vof,value_range,0.3,571,172,-0.024999999999999994,-0.00753064798598949,0.0,
local_vof,action_first_step_l2_std,0.1,571,58,-0.024999999999999994,-0.0025394045534150606,0.0,
local_vof,action_first_step_l2_std,0.2,571,115,-0.025,-0.005035026269702277,0.0,
local_vof,action_first_step_l2_std,0.3,571,172,-0.024999999999999994,-0.00753064798598949,0.0,
local_vof,planning_predicted_proprio_error,0.1,571,58,-0.024999999999999994,-0.0025394045534150606,0.0,
local_vof,planning_predicted_proprio_error,0.2,571,115,-0.025,-0.005035026269702277,0.0,
local_vof,planning_predicted_proprio_error,0.3,571,172,-0.024999999999999994,-0.00753064798598949,0.0,
terminal_vof,grouped_oof_ridge,0.1,571,58,-0.3267241379310344,-0.033187390542907175,0.05172413793103448,0.4678733031674208
terminal_vof,grouped_oof_ridge,0.2,571,115,-0.3293478260869565,-0.06633099824868652,0.06086956521739131,0.4678733031674208
terminal_vof,grouped_oof_ridge,0.3,571,172,-0.2720930232558139,-0.0819614711033275,0.06395348837209303,0.4678733031674208
terminal_vof,random,0.1,571,58,-0.22327586206896557,-0.022679509632224173,0.08620689655172414,0.5088989441930618
terminal_vof,random,0.2,571,115,-0.12934782608695652,-0.026050788091068304,0.06956521739130435,0.5088989441930618
terminal_vof,random,0.3,571,172,-0.03953488372093022,-0.011908931698774076,0.08139534883720931,0.5088989441930618
terminal_vof,oracle,0.1,571,58,1.8112068965517238,0.18397548161120839,0.8793103448275862,1.0
terminal_vof,oracle,0.2,571,115,0.901086956521739,0.18147985989492116,0.4434782608695652,1.0
terminal_vof,oracle,0.3,571,172,0.5941860465116278,0.17898423817863393,0.29651162790697677,1.0
terminal_vof,factor_phase_oof_mean,0.1,571,58,-0.05948275862068963,-0.00604203152364273,0.1896551724137931,0.5440799396681749
terminal_vof,factor_phase_oof_mean,0.2,571,115,-0.07282608695652178,-0.014667250437828377,0.1826086956521739,0.5440799396681749
terminal_vof,factor_phase_oof_mean,0.3,571,172,-0.051162790697674446,-0.015411558669001759,0.13953488372093023,0.5440799396681749
terminal_vof,value_range,0.1,571,58,0.05258620689655174,0.0053415061295971995,0.06896551724137931,0.4968325791855204
terminal_vof,value_range,0.2,571,115,0.00978260869565214,0.001970227670753058,0.10434782608695652,0.4968325791855204
terminal_vof,value_range,0.3,571,172,-0.08023255813953489,-0.02416812609457093,0.0755813953488372,0.4968325791855204
terminal_vof,action_first_step_l2_std,0.1,571,58,-0.04224137931034483,-0.004290718038528897,0.08620689655172414,0.5824283559577678
terminal_vof,action_first_step_l2_std,0.2,571,115,0.03152173913043474,0.006348511383537644,0.13043478260869565,0.5824283559577678
terminal_vof,action_first_step_l2_std,0.3,571,172,0.04186046511627907,0.012609457092819616,0.12209302325581395,0.5824283559577678
terminal_vof,planning_predicted_proprio_error,0.1,571,58,-0.13706896551724138,-0.01392294220665499,0.06896551724137931,0.4215686274509804
terminal_vof,planning_predicted_proprio_error,0.2,571,115,-0.12499999999999999,-0.02517513134851138,0.05217391304347826,0.4215686274509804
terminal_vof,planning_predicted_proprio_error,0.3,571,172,-0.05697674418604653,-0.01716287215411559,0.06976744186046512,0.4215686274509804
