target,model,states,available_groups,evaluated_groups,features,mae,correlation,sign_accuracy,positive_vof_auc
local_vof,grouped_oof_ridge,571,107,107,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",6.402982833570435e-17,-0.004634116292052492,1.0,
local_vof,factor_phase_oof_mean,571,107,107,"factor,phase_at_snapshot",8.50652492598084e-19,0.9296177770289701,1.0,
terminal_vof,grouped_oof_ridge,571,107,107,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",0.4622631334788312,-0.04468943961132137,0.44658493870402804,0.4678733031674208
terminal_vof,factor_phase_oof_mean,571,107,107,"factor,phase_at_snapshot",0.43780428481916944,-0.05400764350064124,0.6252189141856392,0.5440799396681749
