planning_strategy,planning_risk_lambda,episodes,successes,success_rate,mean_final_t,mean_queries,selected_not_max_value_rate,selected_value_mean,max_value_mean,selected_risk_mean
max_value_random_requery_43,0.0,10,3,0.3,247.6,20.4,0.0,0.4641859980595834,0.4641859980595834,0.0
max_value_disagreement_requery,1.0,10,1,0.1,272.8,22.6,0.0,0.5275233418631723,0.5275233418631723,-0.03751808762815489
