target,model,states,features,mae,correlation,sign_accuracy,positive_vof_auc
local_vof,grouped_oof_ridge,272,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",0.0,,1.0,
local_vof,factor_phase_oof_mean,272,"factor,phase_at_snapshot",0.0,,1.0,
dense_vof_v2,grouped_oof_ridge,272,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",0.02845509689859907,0.31642430597285887,0.6323529411764706,0.6859625305457507
dense_vof_v2,factor_phase_oof_mean,272,"factor,phase_at_snapshot",0.02430873946296576,0.36810254740813486,0.7426470588235294,0.777626934564214
terminal_vof,grouped_oof_ridge,52,"value_mean,value_std,value_range,action_std_mean,action_std_max,action_first_step_l2_std,action_pairwise_l2_mean,future_proprio_std_mean,future_image_pixel_std_mean,future_wrist_pixel_std_mean,latent_action_across_seed_std_mean,latent_future_proprio_across_seed_std_mean,latent_value_across_seed_std_mean,latent_action_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_value_element_std_mean_mean_over_samples,candidate_action_consensus_first_mean,candidate_action_consensus_chunk_mean,planning_predicted_proprio_error",0.37009807866132954,0.13934885928468066,0.5,0.9931972789115646
terminal_vof,factor_phase_oof_mean,52,"factor,phase_at_snapshot",0.28161226028873093,0.05576158839232979,0.5961538461538461,0.6904761904761905
