factor,target,method,budget,states,selected,mean_vof_selected,uplift_per_decision,positive_rate_selected,positive_vof_auc
Environment,local_vof,grouped_oof_ridge,0.1,98,10,0.0,0.0,0.0,
Environment,local_vof,grouped_oof_ridge,0.2,98,20,0.0,0.0,0.0,
Environment,local_vof,grouped_oof_ridge,0.3,98,30,0.0,0.0,0.0,
Environment,local_vof,random,0.1,98,10,0.0,0.0,0.0,
Environment,local_vof,random,0.2,98,20,0.0,0.0,0.0,
Environment,local_vof,random,0.3,98,30,0.0,0.0,0.0,
Environment,local_vof,oracle,0.1,98,10,0.0,0.0,0.0,
Environment,local_vof,oracle,0.2,98,20,0.0,0.0,0.0,
Environment,local_vof,oracle,0.3,98,30,0.0,0.0,0.0,
Environment,local_vof,factor_phase_oof_mean,0.1,98,10,0.0,0.0,0.0,
Environment,local_vof,factor_phase_oof_mean,0.2,98,20,0.0,0.0,0.0,
Environment,local_vof,factor_phase_oof_mean,0.3,98,30,0.0,0.0,0.0,
Environment,local_vof,value_range,0.1,98,10,0.0,0.0,0.0,
Environment,local_vof,value_range,0.2,98,20,0.0,0.0,0.0,
Environment,local_vof,value_range,0.3,98,30,0.0,0.0,0.0,
Environment,local_vof,action_first_step_l2_std,0.1,98,10,0.0,0.0,0.0,
Environment,local_vof,action_first_step_l2_std,0.2,98,20,0.0,0.0,0.0,
Environment,local_vof,action_first_step_l2_std,0.3,98,30,0.0,0.0,0.0,
Environment,local_vof,planning_predicted_proprio_error,0.1,98,10,0.0,0.0,0.0,
Environment,local_vof,planning_predicted_proprio_error,0.2,98,20,0.0,0.0,0.0,
Environment,local_vof,planning_predicted_proprio_error,0.3,98,30,0.0,0.0,0.0,
Environment,dense_vof_v2,grouped_oof_ridge,0.1,98,10,0.012947684259850411,0.0013211922714133073,1.0,0.9787414965986394
Environment,dense_vof_v2,grouped_oof_ridge,0.2,98,20,0.011775788169836675,0.0024032220754768726,0.95,0.9787414965986394
Environment,dense_vof_v2,grouped_oof_ridge,0.3,98,30,0.017319698482050616,0.005301948514913454,0.9666666666666667,0.9787414965986394
Environment,dense_vof_v2,random,0.1,98,10,-0.037279718703686196,-0.003804052928947571,0.4,0.45790816326530615
Environment,dense_vof_v2,random,0.2,98,20,-0.031088312582902473,-0.006344553588347443,0.35,0.45790816326530615
Environment,dense_vof_v2,random,0.3,98,30,-0.02196112496433626,-0.006722793356429467,0.4666666666666667,0.45790816326530615
Environment,dense_vof_v2,oracle,0.1,98,10,0.04285627776482527,0.004373089567839313,1.0,1.0
Environment,dense_vof_v2,oracle,0.2,98,20,0.030308166959797767,0.006185340195877095,1.0,1.0
Environment,dense_vof_v2,oracle,0.3,98,30,0.024026065322390475,0.007354917955833818,1.0,1.0
Environment,dense_vof_v2,factor_phase_oof_mean,0.1,98,10,0.012385064373476622,0.001263782078926186,1.0,0.9727891156462585
Environment,dense_vof_v2,factor_phase_oof_mean,0.2,98,20,0.014012087675874299,0.002859609729770265,1.0,0.9727891156462585
Environment,dense_vof_v2,factor_phase_oof_mean,0.3,98,30,0.011352869820766977,0.003475368312479687,0.9333333333333333,0.9727891156462585
Environment,dense_vof_v2,value_range,0.1,98,10,-0.026721020661533285,-0.0027266347613809474,0.0,0.22066326530612246
Environment,dense_vof_v2,value_range,0.2,98,20,-0.026814030504565135,-0.00547225112338064,0.1,0.22066326530612246
