utility,method,candidate_rows,features,centered_utility_correlation
local_utility_v1,grouped_oof_candidate_ridge,1060,"candidate_value,candidate_first_action_l1,candidate_action_chunk_l1,candidate_action_chunk_l2,latent_action_copy_std_mean,latent_action_copy_std_max,latent_action_first_step_copy_l2_std,latent_future_proprio_copy_std_mean,latent_future_proprio_copy_std_max,latent_value_element_std_mean,latent_value_element_std_max",
local_utility_v1,factor_oof_candidate_ridge,1060,"candidate_action_chunk_l1,candidate_action_chunk_l2,candidate_first_action_l1,candidate_value,latent_action_copy_std_max,latent_action_copy_std_mean,latent_action_first_step_copy_l2_std,latent_future_proprio_copy_std_max,latent_future_proprio_copy_std_mean,latent_value_element_std_max,latent_value_element_std_mean",
dense_utility_v2,grouped_oof_candidate_ridge,1060,"candidate_value,candidate_first_action_l1,candidate_action_chunk_l1,candidate_action_chunk_l2,latent_action_copy_std_mean,latent_action_copy_std_max,latent_action_first_step_copy_l2_std,latent_future_proprio_copy_std_mean,latent_future_proprio_copy_std_max,latent_value_element_std_mean,latent_value_element_std_max",0.012957900655016208
dense_utility_v2,factor_oof_candidate_ridge,1060,"candidate_action_chunk_l1,candidate_action_chunk_l2,candidate_first_action_l1,candidate_value,latent_action_copy_std_max,latent_action_copy_std_mean,latent_action_first_step_copy_l2_std,latent_future_proprio_copy_std_max,latent_future_proprio_copy_std_mean,latent_value_element_std_max,latent_value_element_std_mean",0.031037929572711453
terminal_utility_v1,grouped_oof_candidate_ridge,200,"candidate_value,candidate_first_action_l1,candidate_action_chunk_l1,candidate_action_chunk_l2,latent_action_copy_std_mean,latent_action_copy_std_max,latent_action_first_step_copy_l2_std,latent_future_proprio_copy_std_mean,latent_future_proprio_copy_std_max,latent_value_element_std_mean,latent_value_element_std_max",-0.052163738323428036
terminal_utility_v1,factor_oof_candidate_ridge,156,"candidate_action_chunk_l1,candidate_action_chunk_l2,candidate_first_action_l1,candidate_value,latent_action_copy_std_max,latent_action_copy_std_mean,latent_action_first_step_copy_l2_std,latent_future_proprio_copy_std_max,latent_future_proprio_copy_std_mean,latent_value_element_std_max,latent_value_element_std_mean",-0.15087158687465743
