case_id,rollouts,baseline_success_rate,difficulty_gate_rate,q0_candidate_value_mean_mean,q0_candidate_value_mean_std,q0_candidate_value_std_mean,q0_candidate_value_std_std,q0_candidate_value_range_mean,q0_candidate_value_range_std,q0_candidate_action_internal_consistency_mean_mean,q0_candidate_action_internal_consistency_mean_std,q0_candidate_action_consensus_first_mean_mean,q0_candidate_action_consensus_first_mean_std
goal_mug_task9_init0_surrogate_screen,8,1.0,1.0,0.1621267031878233,0.000538735313734155,0.00120064195652958,0.000574428170308238,0.003022450953722,0.0015024630353570852,0.023924881359562278,0.00028690756027774524,0.010309458943083882,0.0018192832382182178
long_milk_task9_init0_surrogate_screen,8,0.875,1.0,0.09060272295027971,0.00022811005054140717,0.00041720905210240744,0.0001267211297314033,0.0010404102504253387,0.0002986292696724388,0.019811217673122883,0.00025064678726870854,0.0036141976015642285,0.0008151005871104843
long_mug_task4_init0_surrogate_screen,8,0.625,0.0,0.08806795626878738,0.00029649534246206725,0.0006908248669788009,0.0003263701215050366,0.0017853379249572754,0.0008411648152449289,0.021362258587032557,0.0005484664863985986,0.054700534557923675,0.02372263018964033
milk_task5_init0_surrogate_screen,8,0.5,1.0,0.3311195932328701,0.00029066371252042865,0.0006356046033033635,0.00027911496554053426,0.0016690529882907867,0.0007617823970469822,0.021967033855617046,0.00043873072176566554,0.017983226804062724,0.0057642818858421605
spatial_mug_task0_init0_surrogate_screen,8,0.75,1.0,0.45634177699685097,0.0004549560015818646,0.0013279900231282227,0.00047840478269707185,0.0035092420876026154,0.001230673299052202,0.023369538597762585,0.0004271148077143917,0.026841983664780855,0.006817938987495854
yellow_task8_init0_surrogate_screen,8,0.25,1.0,0.30995746329426765,0.0036474034865666694,0.005745013593696058,0.0013612188301628976,0.014157462865114212,0.003459726704124954,0.02293496741913259,0.000572231754127418,0.016815238865092397,0.004199236772802363
