case_id,baseline_strategy_id,strategy_id,paired_rollouts,baseline_successes,strategy_successes,baseline_success_rate,strategy_success_rate,delta_success_rate,wins,losses,ties,mcnemar_exact_p,baseline_mean_queries,mean_queries,query_overhead_ratio,actual_query_count_ratio,mean_rerank_rate,mean_gate_rate,mean_requery_rate,mean_surrogate_alarm_rate,mean_selected_open_loop_steps
long_milk_task9_init0_surrogate_screen,action_l1,phase_surrogate_l1_r0.3_e0.146849980679_h8,8,7,7,0.875,0.875,0.0,1,1,6,1.0,18.25,19.125,1.0151515151515151,1.047945205479452,0.30963086248012717,0.607387718600954,0.04511128775834658,0.04511128775834658,15.639109697933229
long_milk_task9_init0_surrogate_screen,action_l1,phase_surrogate_l1_r0.5_e0.0884176756291_h8,8,7,8,0.875,1.0,0.125,1,0,7,1.0,18.25,16.375,1.0,0.8972602739726028,0.3818933823529412,1.0,0.014705882352941176,0.014705882352941176,15.882352941176471
long_milk_task9_init0_surrogate_screen,action_l1,requery_l1_h8,8,7,7,0.875,0.875,0.0,0,0,8,1.0,18.25,22.5,1.2570075757575756,1.2328767123287672,0.409029369323487,0.0,0.409029369323487,0.07044817927170868,12.727765045412104
long_milk_task9_init0_surrogate_screen,action_l1,surrogate_disagreement_l1_e0.0884176756291_h8,8,7,7,0.875,0.875,0.0,0,0,8,1.0,18.25,18.625,1.0113636363636362,1.0205479452054795,0.44572099673202614,1.0,0.03553921568627451,0.06760620915032681,15.715686274509803
long_milk_task9_init0_surrogate_screen,action_l1,surrogate_gate_l1_e0.0630054843163_h8,8,7,7,0.875,0.875,0.0,1,1,6,1.0,18.25,23.25,1.171124984084543,1.273972602739726,0.12023530734831048,0.29318571220661005,0.29318571220661005,0.29318571220661005,13.65451430234712
long_milk_task9_init0_surrogate_screen,action_l1,surrogate_gate_l1_e0.0884176756291_h8,8,7,7,0.875,0.875,0.0,1,1,6,1.0,18.25,21.5,1.0784632034632033,1.178082191780822,0.06368797519007603,0.1453049969987995,0.1453049969987995,0.1453049969987995,14.837560024009605
long_milk_task9_init0_surrogate_screen,action_l1,surrogate_gate_l1_e0.146849980679_h8,8,7,6,0.875,0.75,-0.125,0,1,7,1.0,18.25,22.5,1.0568181818181817,1.2328767123287672,0.05072184361549498,0.11809765064562411,0.11809765064562411,0.11809765064562411,15.055218794835008
long_milk_task9_init0_surrogate_screen,action_l1,surrogate_horizon_l1_e0.0630054843163_h8,8,7,7,0.875,0.875,0.0,0,0,8,1.0,18.25,21.625,1.1417223707664885,1.1849315068493151,0.425671869625043,1.0,0.24847727468180253,0.24847727468180253,14.01218180254558
long_milk_task9_init0_surrogate_screen,action_l1,surrogate_horizon_l1_e0.0884176756291_h8,8,7,7,0.875,0.875,0.0,0,0,8,1.0,18.25,20.0,1.0559640522875817,1.095890410958904,0.44939942185007975,1.0,0.09238769271664007,0.09238769271664007,15.26089845826688
long_milk_task9_init0_surrogate_screen,action_l1,surrogate_horizon_l1_e0.146849980679_h8,8,7,7,0.875,0.875,0.0,0,0,8,1.0,18.25,19.125,1.0265151515151514,1.047945205479452,0.46308210784313725,1.0,0.05422794117647059,0.05422794117647059,15.566176470588236
