head,epoch,train_loss,oob_loss
0,1,0.9775099828839302,0.8963964581489563
0,2,0.8506468459963799,0.8557369112968445
0,3,0.7517953962087631,0.8148748874664307
0,4,0.6631092727184296,0.7861562967300415
0,5,0.5811237171292305,0.7518422603607178
0,6,0.5122460722923279,0.7241089940071106
0,7,0.4509994126856327,0.7029533386230469
0,8,0.40363603830337524,0.6804152131080627
0,9,0.36527760326862335,0.663735568523407
0,10,0.3320820778608322,0.6473109722137451
0,11,0.30208900198340416,0.6370923519134521
0,12,0.2788740508258343,0.6239314079284668
0,13,0.2601936161518097,0.618772029876709
0,14,0.2412310726940632,0.6119827628135681
0,15,0.22573277726769447,0.6050468683242798
0,16,0.2116149701178074,0.5995997190475464
0,17,0.19937157444655895,0.5945633053779602
0,18,0.1858059074729681,0.592499852180481
0,19,0.17821436002850533,0.5897991061210632
0,20,0.1659772675484419,0.5878992080688477
0,21,0.16012038849294186,0.5863136053085327
0,22,0.15127279423177242,0.5835124850273132
0,23,0.14471570774912834,0.582466185092926
0,24,0.13753951899707317,0.5826365351676941
0,25,0.13036461267620325,0.5820130705833435
0,26,0.127146371640265,0.5789717435836792
0,27,0.12144015170633793,0.5776099562644958
0,28,0.11471658572554588,0.5788977146148682
0,29,0.11131357960402966,0.5800978541374207
0,30,0.10515683982521296,0.5792276859283447
0,31,0.10256671253591776,0.5787928104400635
0,32,0.0999098988249898,0.5786076188087463
0,33,0.09657360147684813,0.5838067531585693
0,34,0.09257206693291664,0.5799818634986877
0,35,0.08935752511024475,0.5807104110717773
0,36,0.08524109423160553,0.5850472450256348
0,37,0.08387598767876625,0.5835267901420593
0,38,0.08066943194717169,0.5853420495986938
0,39,0.0790495416149497,0.5839327573776245
0,40,0.07584079541265965,0.5839712023735046
0,41,0.0736697344109416,0.5848879814147949
0,42,0.07177686411887407,0.5860087275505066
1,1,0.9631396979093552,0.8892213702201843
1,2,0.8365276008844376,0.8462973833084106
1,3,0.7384897768497467,0.8046553134918213
1,4,0.6521599665284157,0.7747647166252136
1,5,0.5674306303262711,0.7533190846443176
1,6,0.4990156665444374,0.7342615723609924
1,7,0.43619031086564064,0.7176610827445984
1,8,0.3837125673890114,0.7043453454971313
1,9,0.34479130059480667,0.691587507724762
1,10,0.311610396951437,0.6788557767868042
1,11,0.28303770162165165,0.6708911061286926
1,12,0.26422326639294624,0.6626672744750977
1,13,0.24207695201039314,0.6582016348838806
1,14,0.2253360953181982,0.6555805802345276
1,15,0.21061401069164276,0.6510616540908813
1,16,0.19651533663272858,0.6449413299560547
1,17,0.18403231166303158,0.6431907415390015
1,18,0.1717943362891674,0.6403555870056152
1,19,0.16373454965651035,0.6414279341697693
1,20,0.1579306796193123,0.6409932971000671
1,21,0.14652154222130775,0.6395635008811951
1,22,0.1384123656898737,0.6414628028869629
1,23,0.13091592490673065,0.6393356323242188
1,24,0.12565303035080433,0.6415355205535889
1,25,0.11967284046113491,0.6397976875305176
1,26,0.11487781163305044,0.6397678256034851
1,27,0.1103882547467947,0.6404069662094116
1,28,0.10476259142160416,0.6440914869308472
1,29,0.10183969885110855,0.6444332003593445
1,30,0.0968560166656971,0.6461246013641357
1,31,0.09402887336909771,0.6480753421783447
1,32,0.09115457534790039,0.6495727300643921
1,33,0.08631283044815063,0.6500203609466553
1,34,0.08486709371209145,0.6530420780181885
1,35,0.08266977965831757,0.6525704860687256
1,36,0.08007634244859219,0.6532178521156311
1,37,0.0767868123948574,0.6562823057174683
1,38,0.07393087726086378,0.6571535468101501
2,1,0.9593199715018272,0.9093616008758545
2,2,0.8426900506019592,0.86299067735672
2,3,0.7425105571746826,0.811873733997345
2,4,0.6489984914660454,0.779729962348938
2,5,0.5693409442901611,0.7456106543540955
2,6,0.4895317032933235,0.7160766124725342
2,7,0.42653459683060646,0.6920754909515381
2,8,0.3803716339170933,0.6740250587463379
2,9,0.3396497592329979,0.6642096042633057
2,10,0.31023141369223595,0.6538047790527344
2,11,0.2841583080589771,0.6455609202384949
2,12,0.257865147665143,0.636245846748352
2,13,0.2383902259171009,0.6325516700744629
2,14,0.22280474193394184,0.6311271786689758
2,15,0.20585526153445244,0.6249364614486694
2,16,0.19255437329411507,0.6222804188728333
2,17,0.18017899617552757,0.6227558851242065
2,18,0.1728352177888155,0.6191530823707581
2,19,0.16224977001547813,0.6181150674819946
2,20,0.15353668853640556,0.6188114285469055
2,21,0.1449419055134058,0.6162404417991638
2,22,0.13735346868634224,0.616762101650238
2,23,0.13010407146066427,0.616414487361908
2,24,0.12508269865065813,0.615692675113678
2,25,0.1185295321047306,0.6171081066131592
2,26,0.11343064531683922,0.6173816323280334
2,27,0.10873149055987597,0.6191546320915222
2,28,0.10464208945631981,0.6180382370948792
2,29,0.10069431830197573,0.6165820360183716
2,30,0.09633057937026024,0.6194514632225037
2,31,0.09302611369639635,0.6190462708473206
2,32,0.08853324130177498,0.6210987567901611
2,33,0.086576989851892,0.6188196539878845
2,34,0.08304822072386742,0.6210833787918091
2,35,0.08055357914417982,0.6240546107292175
2,36,0.07884039171040058,0.621261715888977
2,37,0.07681205961853266,0.6219521164894104
2,38,0.07465317286550999,0.622818112373352
2,39,0.07264445908367634,0.6240167617797852
3,1,0.9716665893793106,0.9313599467277527
3,2,0.844205230474472,0.889377236366272
3,3,0.7429517731070518,0.8427232503890991
3,4,0.6563774794340134,0.8099721074104309
3,5,0.5792080834507942,0.7811757326126099
3,6,0.5052581764757633,0.7578266859054565
3,7,0.4443582594394684,0.7351152896881104
3,8,0.3941185362637043,0.7195165157318115
3,9,0.3536372669041157,0.7062588334083557
3,10,0.3205883428454399,0.6949084401130676
3,11,0.2909891940653324,0.6844670176506042
3,12,0.2690049894154072,0.6782556772232056
3,13,0.24843626096844673,0.6692336797714233
3,14,0.2309784982353449,0.6660062074661255
3,15,0.21559298783540726,0.6642720103263855
3,16,0.20107719860970974,0.6595759987831116
3,17,0.18935009092092514,0.6576637029647827
3,18,0.17784551158547401,0.6591286063194275
3,19,0.16903448663651943,0.6562187075614929
3,20,0.15942252427339554,0.6549769639968872
3,21,0.14817372057586908,0.6537508368492126
3,22,0.14141789264976978,0.6546335816383362
3,23,0.13434636779129505,0.656133234500885
3,24,0.12925054598599672,0.6563352346420288
3,25,0.12245674338191748,0.6568776369094849
3,26,0.11736392509192228,0.6570640802383423
3,27,0.11337472125887871,0.6577910780906677
3,28,0.10695443954318762,0.6581389307975769
3,29,0.10237197019159794,0.6614544987678528
3,30,0.09967625886201859,0.6617147922515869
3,31,0.09507659077644348,0.6617850065231323
3,32,0.09181720577180386,0.6603609919548035
3,33,0.08896960224956274,0.6613808870315552
3,34,0.08662000484764576,0.6648001074790955
3,35,0.08314039744436741,0.6668246984481812
3,36,0.08212118223309517,0.6682088375091553
4,1,0.9495534971356392,0.9356065988540649
4,2,0.8299579471349716,0.8853759765625
4,3,0.7369567230343819,0.8400789499282837
4,4,0.6536060124635696,0.7981160283088684
4,5,0.5785252526402473,0.7558445334434509
4,6,0.5049829669296741,0.7231965065002441
4,7,0.44808750227093697,0.6923903226852417
4,8,0.3951236568391323,0.6695930361747742
4,9,0.3565390855073929,0.6523140072822571
4,10,0.32486191391944885,0.6378500461578369
4,11,0.29915230721235275,0.625750720500946
4,12,0.2754456549882889,0.6198990941047668
4,13,0.25437021628022194,0.6136385798454285
4,14,0.2347701769322157,0.6082123517990112
4,15,0.21998796612024307,0.6033413410186768
4,16,0.20645377412438393,0.5992169976234436
4,17,0.19445708952844143,0.5956330895423889
4,18,0.18157549388706684,0.5940910577774048
4,19,0.1712928395718336,0.59062260389328
4,20,0.1615004613995552,0.5890178680419922
4,21,0.15336178988218307,0.5847492814064026
4,22,0.14564460888504982,0.5854427814483643
4,23,0.1364710722118616,0.5877425074577332
4,24,0.12940382026135921,0.5860763192176819
4,25,0.12225122656673193,0.5872032642364502
4,26,0.11831064522266388,0.5884549617767334
4,27,0.11241764668375254,0.587801456451416
4,28,0.1072571100667119,0.5888556241989136
4,29,0.1027045613154769,0.591968297958374
4,30,0.09968142583966255,0.5928254127502441
4,31,0.09515144862234592,0.5931478142738342
4,32,0.09213731158524752,0.5958950519561768
4,33,0.08781663980334997,0.5990669131278992
4,34,0.08484104927629232,0.5984821915626526
4,35,0.08143444638699293,0.600566029548645
4,36,0.07998735830187798,0.6039469242095947
